scenario_id,wetland_grassland,horticulture,cropland,mineral_bare_soil,dense_woodland,open_woodland,grassland,tree_hedges,urban,water,wetland_grassland_ha,horticulture_ha,cropland_ha,mineral_bare_soil_ha,dense_woodland_ha,open_woodland_ha,grassland_ha,tree_hedges_ha,urban_ha,water_ha,soc_stocks,soc_normalized,soc_density_ha,biodiv_hab_raw,biodiv_score,total_litter,maize_ha,actual_litter_used,ls_N_litter,ls_P_litter,total_N_litter_kg,total_P_litter_kg,N_litter_kg_per_maize_ha,P_litter_kg_per_maize_ha,total_gdnut_grain_prod,N_legumes_fixed,total_N_legumes,total_grass_biomass,max_grazing_CC_TLU,total_grazing_Nkg,total_grazing_Pkg,total_grazing_Kkg,init_grazing_N_kg_per_maize_ha,init_grazing_P_kg_per_maize_ha,grass_score,final_TLU,limiting_TLU_factor,final_maize_yield_avg,TLU_reduction,final_N_manure_per_ha,final_P_manure_per_ha,final_maize_production,final_total_N,final_total_P,N_density,P_density,final_N_total_per_ha,final_P_total_per_ha,system_performance_score,final_total_N_manure,final_total_P_manure,eco_div_shannon_raw,economic_diversification_score,equity_raw,equity_score,accessibility_score_brut,orientation_score_brut,connectivity_score_brut,RECYCLING_class,INPUT_class,SOIL_HEALTH_class,BIODIV_class,ECONOMIC_DIV_class,FAIRNESS_class,CONNECT_class,synergy_score_sum,synergy_score_norm,ae_composite_score,RECYCLING_norm,INPUT_norm,SOIL_HEALTH_norm,BIODIV_norm,ECONOMIC_DIV_norm,FAIRNESS_norm,CONNECT_norm,SYNERGY_norm
100,0.0834863558411598,0.0317367203533649,0.2920295634567742,0.021775821223855,0.0323248468339443,0.105126298964024,0.3827432214617725,0.031781329900026335,0.00600455934181809,0.0129913100972772,41.7431779205799,15.868360176682451,146.0147817283871,10.8879106119275,16.16242341697215,52.563149482012,191.37161073088623,15.890664950013168,3.002279670909045,6.4956550486386,7567.62,0.278,15.14,0.33389344991743564,0.33389344991743564,188.42096183881193,108.05093847900646,88.75,2826.314427582179,150.73676947104954,1331.25,71.00000000000001,12.320577856513967,0.6570974856807451,21096.215664117368,10.738966378378377,1160.3553954782808,514401.1270041386,375.82,2688.6162799999997,384.08804,1152.2641199999998,24.882859120398837,3.554694160056977,0.5261745541571039,226.44157660115434,RESIDUES,1.153279394863703,0.39747332073557995,11.994069181134641,1.713438454447806,124.61292094352378,3787.575826682007,256.13863302910386,7.575151653364014,0.5122772660582077,35.053613416026984,2.3705359401285513,0.8072962079657088,1295.9704312037265,185.1386330291038,2.2023096910380193,0.6095366923722227,0.9195777547799916,0.5939717307045987,0.665133524475101,3.752066336171427,0.7034123381650759,1,4,2,1,2,3,4,17,0.5,0.41391362804464915,0.13160557238910234,0.6049281148129895,0.27766287487073427,0.23003872448430437,0.6095366923722227,0.5939717307045987,0.740851694052507,0.5
101,0.0925060883164406,0.0282000526785851,0.20754077568650284,0.0419795475900173,0.0345113351941109,0.281258672475815,0.2812788577079777,0.02291273626685146,0.00169778859708458,0.00811416748911142,46.2530441582203,14.100026339292551,103.77038784325141,20.98977379500865,17.25566759705545,140.6293362379075,140.63942885398887,11.45636813342573,0.8488942985422899,4.05708374455571,7745.26,0.296,15.49,0.3734895125776533,0.3734895125776533,319.8562534336748,76.79008700400604,88.75,4797.843801505122,255.88500274693988,1331.25,71.00000000000001,17.336222055986866,0.9245985096526331,14992.745635592963,10.738966378378377,824.6461625287712,504917.67816191143,368.89,2639.03906,377.00558,1131.01674,34.36692368719839,4.909560526742626,0.5076010633450598,200.9371078378772,RESIDUES,1.2549054099074355,0.4552926134135455,14.975933749335962,2.1394191070479947,96.36429560858984,3305.8994181065104,235.28617936824844,6.611798836213021,0.4705723587364969,43.05112218370121,3.0640176167006277,0.6309615709636004,1150.0032555777389,164.2861793682484,2.2297655205273132,0.6643606395512092,0.9183493306466626,0.5844453580151768,1.2199971225685,3.63192013980353,0.5053054017437365,3,3,2,2,3,3,2,18,0.5833333333333334,0.4325774395973659,0.27622633293200116,0.346042750203072,0.29576008273009313,0.32490263589056284,0.6643606395512092,0.5844453580151768,0.4839658644075799,0.5833333333333334
110,0.0637527704238892,0.0196660105139017,0.24436084583401654,0.00432301918044686,0.247931554913521,0.214270159602165,0.1770212226212021,0.021551803886890382,0.00407120818272233,0.00305144861340523,31.8763852119446,9.83300525695085,122.18042291700827,2.16150959022343,123.9657774567605,107.1350798010825,88.51061131060105,10.775901943445191,2.035604091361165,1.525724306702615,7613.65,0.282,15.23,0.48622953318059436,0.48622953318059436,608.2387783414126,90.41351295858613,88.75,9123.58167512119,486.59102267313017,1331.25,71.00000000000001,14.724015873708817,0.7852808465978037,17652.627503049353,10.738966378378377,970.9476758133341,415503.3020929545,303.56,2171.66824,310.23832,930.71496,24.01928836671496,3.4313269095307084,0.3324815345733512,188.19738927631673,RESIDUES,1.1844747335645023,0.38003231889472683,11.912946008408912,1.7018494297727016,107.09252167225198,3379.2889741195504,224.87018547231656,6.7585779482391,0.44974037094463315,37.37592826049611,2.487130276370505,0.5428807852427716,1077.091298306216,153.87018547231656,2.2199322079308716,0.6447254283625619,0.9010972426158511,0.4506562083288721,1.63617129544496,3.7325916784995545,0.45479510106951226,2,3,2,4,3,2,1,17,0.5,0.4218735867828487,0.1736005171629934,0.4588645522038324,0.282316442605998,0.5950042219546346,0.6447254283625619,0.4506562083288721,0.41846901342041193,0.5
111,0.0840902328491211,0.0312507413327694,0.2237730550765987,0.00750463921576738,0.271201103925705,0.179573222994804,0.17115228822827355,0.020054397672414757,0.011201717890799,1.986150018638e-4,42.04511642456055,15.6253706663847,111.88652753829935,3.75231960788369,135.6005519628525,89.78661149740199,85.57614411413678,10.02719883620738,5.600858945399501,0.0993075009319,7914.39,0.313,15.83,0.4986361747980117,0.4986361747980117,615.3830126492677,82.79603037834151,88.75,9230.745189739015,492.3064101194142,1331.25,71.00000000000001,16.078669398964806,0.8575290346114564,16165.365498733488,10.738966378378377,889.1437864962043,421609.06041113375,308.02,2203.5750799999996,314.79643999999996,944.3893199999999,26.614501564031862,3.802071652004552,0.3444397628413524,184.15346393654167,RESIDUES,1.2123937537845824,0.40213796527322354,12.72944004664885,1.8184914352355501,100.38139006885977,3274.3408912978193,221.56387211451647,6.548681782595638,0.44312774422903295,39.54707582399203,2.6760204698470065,0.5149216023453962,1053.9471048016153,150.56387211451647,2.23522796938457,0.6752680866467317,0.9217869702345433,0.6111040950080058,1.49964886221631,3.697178585068362,0.47013663123243077,2,3,2,4,3,3,2,19,0.6666666666666666,0.4703817097913677,0.2128618697923016,0.39578070572660556,0.313340227507756,0.6247279488146378,0.6752680866467317,0.6111040950080058,0.43836241935114684,0.6666666666666666
112,0.130528911948204,0.0380294397473335,0.21796548223495446,0.013730444945395,0.231840327382088,0.218723341822624,0.12131106966733951,0.017936021387577036,0.00966580025851727,2.69202049821615e-4,65.264455974102,19.01471987366675,108.98274111747723,6.8652224726975,115.92016369104401,109.361670911312,60.655534833669755,8.968010693788518,4.832900129258635,0.1346010249108075,8647.75,0.389,17.3,0.4760899997949603,0.4760899997949603,580.0079017847779,80.64722842693315,88.75,8700.118526771668,464.00632142782234,1331.25,71.00000000000001,16.50707688245133,0.8803774337307377,15745.82643665311,10.738966378378377,866.067874586236,422987.04898735817,309.03,2210.8006199999995,315.82865999999996,947.4859799999998,27.413225018674975,3.916175002667854,0.34713857617238897,182.90683505851501,RESIDUES,1.2208782645780225,0.40812595845544114,12.98014102685886,1.854305860979837,98.46044828490152,3244.1302729931294,220.54462834384188,6.488260545986259,0.4410892566876838,40.22618428768857,2.7346832947105746,0.5063025696290712,1046.8123984068932,149.54462834384188,2.220498269316842,0.645855742765796,0.8946403458433002,0.40058327064915417,1.19121682638128,3.719007324478741,0.5571469696785178,2,3,3,4,3,1,3,19,0.6666666666666666,0.4644020048751729,0.22514234179476922,0.3779854970097307,0.38934850051706316,0.5707120137861192,0.645855742765796,0.40058327064915417,0.551188973449539,0.6666666666666666
113,0.0395114980638027,0.0357171818614006,0.19845427203178423,0.0174209494143724,0.108211047947407,0.453873574733734,0.1069725498408081,0.01620801462233068,0.0235406514257193,9.02795436559245e-5,19.75574903190135,17.8585909307003,99.22713601589211,8.710474707186199,54.105523973703505,226.936787366867,53.48627492040405,8.10400731116534,11.77032571285965,0.04513977182796225,7459.05,0.266,14.92,0.41649386657774473,0.41649386657774473,567.4396976476165,73.42808065176017,88.75,8511.595464714248,453.95175811809327,1331.25,71.00000000000001,18.129984989170328,0.966932532755751,14336.336611576091,10.738966378378377,788.5416893481083,385823.9043562061,281.88,2016.56952,288.08136,864.24408,27.463192583826036,3.9233132262608628,0.27435394509177624,167.97890059352005,RESIDUES,1.2420223476013745,0.40407655529473513,13.092768261726155,1.8703954659608792,91.19931711096223,3081.168533224942,208.339549125262,6.162337066449885,0.416679098250524,41.96171962927486,2.8373279987166304,0.403092738853599,961.3768438768338,137.33954912526198,2.155670850444177,0.5164080060142666,0.9077527546010467,0.5022693978532963,1.03585665470496,3.7286240901786267,0.6002662134765528,2,2,2,3,1,2,3,15,0.3333333333333333,0.39599767889660636,0.2565264200547149,0.3182004426760977,0.266287487073423,0.427932102808919,0.5164080060142666,0.5022693978532963,0.6071018198991041,0.3333333333333333
114,0.147357568144798,0.0357411801815033,0.2081329665035006,0.0144503703340888,0.0513874404132366,0.280853539705276,0.2075292022526262,0.0203541226238012,0.0341936498880386,0,73.678784072399,17.87059009075165,104.0664832517503,7.2251851670444,25.6937202066183,140.426769852638,103.7646011263131,10.1770613119006,17.0968249440193,0,8648.68,0.389,17.3,0.3794346567764873,0.3794346567764873,342.65185761682636,77.00919760629522,88.75,5139.777864252395,274.1214860934611,1331.25,71.00000000000001,17.286896129030374,0.9219677935482868,15035.525500212882,10.738966378378377,826.9991839199009,491881.0444331422,359.37,2570.93298,367.27614000000005,1101.8284199999998,33.384752210297485,4.769250315756784,0.4820686013884859,197.777529995863,RESIDUES,1.2510742195644236,0.4496548682531569,14.698508682809505,2.0997869546870724,96.34422179457826,3290.1695435922243,232.70290852461764,6.5803390871844485,0.4654058170492353,42.72437119021826,3.0217547482353595,0.6091166536268517,1131.9203596723232,161.7029085246176,2.263887826346466,0.732496242323069,0.8774400084717666,0.26719544494682906,0.648797189508767,3.716504134316886,0.6891447968725748,3,3,3,2,4,1,4,20,0.75,0.44729245086045605,0.27031762078695715,0.3478573050052307,0.38934850051706316,0.3391459619862722,0.732496242323069,0.26719544494682906,0.722350932554069,0.75
115,0.096039667725563,0.0492452494800091,0.35621944156289065,0.0539555698633194,0.0397700481116772,0.105447523295879,0.21436110135912914,0.029879494667053207,0.0468268655240536,0.00825507845729589,48.019833862781496,24.62262474000455,178.10972078144533,26.9777849316597,19.8850240558386,52.723761647939504,107.18055067956458,14.939747333526604,23.4134327620268,4.127539228647945,7676.42,0.289,15.35,0.26263394163548937,0.26263394163548937,197.6328866490719,131.80119337826955,88.75,2964.493299736079,158.10630931925755,1331.25,71.00000000000001,10.100439653678334,0.5386901148628446,25733.29245850322,10.738966378378377,1415.4085843193834,364689.59679071227,266.44,1906.11176,272.30168,816.90504,14.462022013180544,2.0660031447400775,0.23296205550422958,204.52975703071152,RESIDUES,1.0763857217508352,0.23236091791505958,8.881290642632091,1.2687558060902988,141.86892266209006,3917.2232897575514,238.22352934830977,7.834446579515102,0.4764470586966195,29.720696674688803,1.8074459209531435,0.6558006882639584,1170.5647054381682,167.22352934830974,2.3563682179480243,0.9171615829288904,0.9288427384051964,0.6658212528528683,0.46744087245461,3.9171613689465676,0.8368615748785758,1,4,2,1,4,3,4,19,0.6666666666666666,0.3623457193414294,0.035169232342603766,0.8016148046842263,0.28852119958634953,0.059315798355998886,0.9171615829288904,0.6658212528528683,0.9138957000216845,0.6666666666666666
116,0.118321545422077,0.0964078977704048,0.31861859881877913,0.0395164713263512,0.033458486199379,0.0727255567908287,0.22489043489098562,0.027892547458410275,0.0679698586463928,1.986150018638e-4,59.1607727110385,48.2039488852024,159.30929940938955,19.7582356631756,16.7292430996895,36.36277839541435,112.44521744549282,13.946273729205137,33.9849293231964,0.0993075009319,8374.08,0.361,16.75,0.2553735284805298,0.2553735284805298,157.80780646592387,117.88888156294827,88.75,2367.117096988858,126.24624517273911,1331.25,71.00000000000001,11.292413519837849,0.602262054391352,23017.0075786686,10.738966378378377,1266.004735489132,379770.4851575823,277.46,1984.9488400000002,283.56412,850.69236,16.83745586253706,2.405350837505294,0.26249822385179267,198.67162932471456,RESIDUES,1.1054291547355155,0.2839629880894018,9.644993267190094,1.3778561810271563,130.3178066988452,3734.292204440338,233.43392413588666,7.468584408880676,0.4668678482717733,31.676373165406318,1.9801182354185083,0.6152983421011429,1137.0374689512064,162.43392413588666,2.3534563795782324,0.9113472084973524,0.8928493838119623,0.3866944424177414,0.349253194136013,3.9031152158097404,0.8586821183546356,1,4,3,1,4,1,4,18,0.5833333333333334,0.3495783286553425,0.07053417281089477,0.6864006071516793,0.36091003102378494,0.041921362040064136,0.9113472084973524,0.3866944424177414,0.9421904609998115,0.5833333333333334
117,0.0871754288673401,0.0899498760700226,0.22010270033776713,0.20952008664608,0.0802873969078064,0.0845274478197098,0.19034107813239118,0.020499650999903654,0.0168019197881222,7.944600074552e-4,43.58771443367005,44.9749380350113,110.05135016888357,104.76004332304,40.1436984539032,42.2637239098549,95.17053906619559,10.249825499951827,8.400959894061101,0.3972300037276,7084.14,0.228,14.17,0.2715591998174788,0.2715591998174788,231.02699648536742,81.43799912497384,88.75,3465.4049472805114,184.82159718829394,1331.25,71.00000000000001,16.346791599792116,0.8718288853222463,15900.219072400298,10.738966378378377,874.5599345255018,336519.88381886645,245.86,1758.88244,251.26892,753.80676,21.597810099691163,3.085401442813023,0.17779120850911645,161.3281550804633,RESIDUES,1.1980904550216929,0.3438210563716616,11.337622572720646,1.6196603675315207,97.57008942769613,3129.1232316820096,202.9018995937868,6.258246463364019,0.4058037991875736,38.42338055089114,2.491489252853767,0.3571103344866094,923.3132971565076,131.9018995937868,2.3228577141864526,0.8502476297779933,0.92613294500884,0.644806929619843,0.54046721454447,3.462214627684712,0.5850392634838077,2,3,2,1,4,3,3,18,0.5833333333333334,0.368993367816365,0.19254183392423574,0.3845342297161581,0.22750775594622547,0.08069885628071764,0.8502476297779933,0.644806929619843,0.5873569904019235,0.5833333333333334
