scenario_id,wetland_grassland,horticulture,cropland,mineral_bare_soil,dense_woodland,open_woodland,grassland,tree_hedges,urban,water,wetland_grassland_ha,horticulture_ha,cropland_ha,mineral_bare_soil_ha,dense_woodland_ha,open_woodland_ha,grassland_ha,tree_hedges_ha,urban_ha,water_ha,soc_stocks,soc_normalized,soc_density_ha,biodiv_hab_raw,biodiv_score,total_litter,maize_ha,actual_litter_used,ls_N_litter,ls_P_litter,total_N_litter_kg,total_P_litter_kg,N_litter_kg_per_maize_ha,P_litter_kg_per_maize_ha,total_gdnut_grain_prod,N_legumes_fixed,total_N_legumes,total_grass_biomass,max_grazing_CC_TLU,total_grazing_Nkg,total_grazing_Pkg,total_grazing_Kkg,init_grazing_N_kg_per_maize_ha,init_grazing_P_kg_per_maize_ha,grass_score,final_TLU,limiting_TLU_factor,final_maize_yield_avg,TLU_reduction,final_N_manure_per_ha,final_P_manure_per_ha,final_maize_production,final_total_N,final_total_P,N_density,P_density,final_N_total_per_ha,final_P_total_per_ha,system_performance_score,final_total_N_manure,final_total_P_manure,eco_div_shannon_raw,economic_diversification_score,equity_raw,equity_score,wood_availability_score,sustainable_wood_per_household,sustainable_wood_per_farming_hh,wood_available_post_tobacco,wood_balance_status,domestic_wood_demand,tobacco_wood_demand,total_wood_available,domestic_wood_ratio,total_wood_ratio,connectivity_score_brut,connectivity_score,RECYCLING_class,INPUT_class,SOIL_HEALTH_class,BIODIV_class,ECONOMIC_DIV_class,FAIRNESS_class,CONNECT_class,synergy_score_sum,synergy_score_norm,ae_composite_score,RECYCLING_norm,INPUT_norm,SOIL_HEALTH_norm,BIODIV_norm,ECONOMIC_DIV_norm,FAIRNESS_norm,CONNECT_norm,SYNERGY_norm
100,0.0834863558411598,0.0317367203533649,0.2920295634567742,0.021775821223855,0.0323248468339443,0.105126298964024,0.3827432214617725,0.031781329900026335,0.00600455934181809,0.0129913100972772,41.7431779205799,15.868360176682451,146.0147817283871,10.8879106119275,16.16242341697215,52.563149482012,191.37161073088623,15.890664950013168,3.002279670909045,6.4956550486386,7567.62,0.278,15.14,0.33389344991743564,0.33389344991743564,188.42096183881193,108.05093847900646,88.75,2826.314427582179,150.73676947104954,1331.25,71.00000000000001,12.320577856513967,0.6570974856807451,21096.215664117368,7.9468351199999985,858.6629926539277,514401.1270041386,375.82,2688.6162799999997,384.08804,1152.2641199999998,24.882859120398837,3.554694160056977,0.5261745541571039,222.69291440507507,RESIDUES,1.111069004072426,0.4074479420864375,11.795511502852476,1.6850730718360678,120.05204860496067,3464.429080377053,253.07372681758943,6.928858160754106,0.5061474536351789,32.06292447936644,2.342170557516813,0.8015639044262868,1274.5160877231258,182.0737268175894,2.2023096910380193,0.6095366923722227,0.9195777547799916,0.5939717307045987,0.09741140859036587,-0.946389761954339,-1.3519853742204844,-67.19367309875807,Critical deficit,120.7,135.06367309875807,67.87,0.5623032311516156,0.26536215709489497,3.680792677007022,0.6063175106795132,1,4,2,1,2,3,3,16,0.4166666666666667,0.3949275724917419,0.13163588586727917,0.6049281148129895,0.27766287487073427,0.23003872448430437,0.6095366923722227,0.5939717307045987,0.6063175106795132,0.4166666666666667
101,0.0925060883164406,0.0282000526785851,0.20754077568650284,0.0419795475900173,0.0345113351941109,0.281258672475815,0.2812788577079777,0.02291273626685146,0.00169778859708458,0.00811416748911142,46.2530441582203,14.100026339292551,103.77038784325141,20.98977379500865,17.25566759705545,140.6293362379075,140.63942885398887,11.45636813342573,0.8488942985422899,4.05708374455571,7745.26,0.296,15.49,0.3734895125776533,0.3734895125776533,319.8562534336748,76.79008700400604,88.75,4797.843801505122,255.88500274693988,1331.25,71.00000000000001,17.336222055986866,0.9245985096526331,14992.745635592963,7.9468351199999985,610.2381602712907,504917.67816191143,368.89,2639.03906,377.00558,1131.01674,34.36692368719839,4.909560526742626,0.5076010633450598,198.68396077087374,RESIDUES,1.2192064149137483,0.4614005238123187,14.808005676885655,2.1154293824122368,93.62296667706902,3078.596204555155,233.44400632626645,6.15719240911031,0.4668880126525329,40.09106285287252,3.04002789206487,0.6323684984746126,1137.1080442838647,162.44400632626642,2.2297655205273132,0.6643606395512092,0.9183493306466626,0.5844453580151768,0.18026199050153963,0.05116044007031596,0.07308634295759424,3.6323912449924336,Insufficient for domestic use,120.7,95.98760875500757,99.62,0.8253521126760563,0.4597401788333585,3.596283978794519,0.5218404867382895,3,3,2,2,3,3,2,18,0.5833333333333334,0.4366006040102969,0.2762785842942384,0.346042750203072,0.29576008273009313,0.32490263589056284,0.6643606395512092,0.5844453580151768,0.5218404867382895,0.5833333333333334
110,0.0637527704238892,0.0196660105139017,0.24436084583401654,0.00432301918044686,0.247931554913521,0.214270159602165,0.1770212226212021,0.021551803886890382,0.00407120818272233,0.00305144861340523,31.8763852119446,9.83300525695085,122.18042291700827,2.16150959022343,123.9657774567605,107.1350798010825,88.51061131060105,10.775901943445191,2.035604091361165,1.525724306702615,7613.65,0.282,15.23,0.48622953318059436,0.48622953318059436,608.2387783414126,90.41351295858613,88.75,9123.58167512119,486.59102267313017,1331.25,71.00000000000001,14.724015873708817,0.7852808465978037,17652.627503049353,7.9468351199999985,718.5012801018672,415503.3020929545,303.56,2171.66824,310.23832,930.71496,24.01928836671496,3.4313269095307084,0.3324815345733512,185.20208660613653,RESIDUES,1.1441678723870679,0.38989956975182327,11.72334253343026,1.674763219061466,103.44823675686608,3109.699862166108,222.4212260091773,6.219399724332216,0.4448424520183546,34.39419352713907,2.46004406565927,0.5373593111919708,1059.9485820642408,151.42122600917727,2.2199322079308716,0.6447254283625619,0.9010972426158511,0.4506562083288721,0.5415688116486614,1.7614522366446106,2.5163603380637296,125.06310880176736,Surplus,120.7,113.01689119823266,238.08,1.9724937862468932,1.0186683503250378,3.706005872397122,0.6315212560413026,2,3,2,4,3,2,4,20,0.75,0.46640197555971175,0.17363828170812443,0.45886455220383254,0.282316442605998,0.5950042219546346,0.6447254283625619,0.4506562083288721,0.6315212560413026,0.75
111,0.0840902328491211,0.0312507413327694,0.2237730550765987,0.00750463921576738,0.271201103925705,0.179573222994804,0.17115228822827355,0.020054397672414757,0.011201717890799,1.986150018638e-4,42.04511642456055,15.6253706663847,111.88652753829935,3.75231960788369,135.6005519628525,89.78661149740199,85.57614411413678,10.02719883620738,5.600858945399501,0.0993075009319,7914.39,0.313,15.83,0.4986361747980117,0.4986361747980117,615.3830126492677,82.79603037834151,88.75,9230.745189739015,492.3064101194142,1331.25,71.00000000000001,16.078669398964806,0.8575290346114564,16165.365498733488,7.9468351199999985,657.966402007191,421609.06041113375,308.02,2203.5750799999996,314.79643999999996,944.3893199999999,26.614501564031862,3.802071652004552,0.3444397628413524,181.5310100299023,RESIDUES,1.1738574587653883,0.41065187315790436,12.548165314878561,1.792595044982652,97.19073781578186,3028.1546786103277,219.41975380044812,6.0563093572206554,0.43883950760089624,36.57366983384336,2.650124079594108,0.5114885755881159,1038.9382766031367,148.41975380044812,2.23522796938457,0.6752680866467317,0.9217869702345433,0.6111040950080058,0.5635927143677262,2.0144360848883536,2.8777658355547913,143.02496202707312,Surplus,120.7,103.4950379729269,246.52,2.042419221209611,1.099578305697243,3.6550295708909597,0.5805640607009774,2,3,2,4,3,3,3,20,0.75,0.49399290532776496,0.2129058328504518,0.39578070572660545,0.313340227507756,0.6247279488146378,0.6752680866467317,0.6111040950080058,0.5805640607009774,0.75
112,0.130528911948204,0.0380294397473335,0.21796548223495446,0.013730444945395,0.231840327382088,0.218723341822624,0.12131106966733951,0.017936021387577036,0.00966580025851727,2.69202049821615e-4,65.264455974102,19.01471987366675,108.98274111747723,6.8652224726975,115.92016369104401,109.361670911312,60.655534833669755,8.968010693788518,4.832900129258635,0.1346010249108075,8647.75,0.389,17.3,0.4760899997949603,0.4760899997949603,580.0079017847779,80.64722842693315,88.75,8700.118526771668,464.00632142782234,1331.25,71.00000000000001,16.50707688245133,0.8803774337307377,15745.82643665311,7.9468351199999985,640.8902271938147,422987.04898735817,309.03,2210.8006199999995,315.82865999999996,947.4859799999998,27.413225018674975,3.916175002667854,0.34713857617238897,180.38901438626388,RESIDUES,1.1828937170080134,0.41627345440163127,12.801461715089541,1.8287802450127912,95.39709980032929,3004.54263432928,218.4860581622094,6.00908526865856,0.4369721163244188,37.25537371754087,2.709157678743529,0.5034407272951692,1032.4024071354656,147.48605816220936,2.220498269316842,0.645855742765796,0.8946403458433002,0.40058327064915417,0.5070194666249153,1.7469149924835712,2.495592846405102,124.03096446633356,Surplus,120.7,100.80903553366645,224.84,1.8628003314001658,1.015037600873971,3.682059132255314,0.6075834912542162,2,3,3,4,3,1,3,19,0.6666666666666666,0.47000552206120544,0.22518806874109742,0.3779854970097308,0.38934850051706316,0.5707120137861192,0.645855742765796,0.40058327064915417,0.6075834912542162,0.6666666666666666
113,0.0395114980638027,0.0357171818614006,0.19845427203178423,0.0174209494143724,0.108211047947407,0.453873574733734,0.1069725498408081,0.01620801462233068,0.0235406514257193,9.02795436559245e-5,19.75574903190135,17.8585909307003,99.22713601589211,8.710474707186199,54.105523973703505,226.936787366867,53.48627492040405,8.10400731116534,11.77032571285965,0.04513977182796225,7459.05,0.266,14.92,0.41649386657774473,0.41649386657774473,567.4396976476165,73.42808065176017,88.75,8511.595464714248,453.95175811809327,1331.25,71.00000000000001,18.129984989170328,0.966932532755751,14336.336611576091,7.9468351199999985,583.5208501176,385823.9043562061,281.88,2016.56952,288.08136,864.24408,27.463192583826036,3.9233132262608628,0.27435394509177624,165.77126374294778,RESIDUES,1.2054429062710927,0.41190838745938774,12.920698569708511,1.8458140813869301,88.51335894276598,2863.5129467712386,206.53458523623414,5.727025893542478,0.41306917047246827,38.99751867887883,2.8127466141426813,0.4004268145741666,948.7420966536388,135.5345852362341,2.155670850444177,0.5164080060142666,0.9077527546010467,0.5022693978532963,0.3993267574761234,1.2927450589478842,1.8467786556398347,91.78489918529978,Insufficient for domestic use,120.7,91.78510081470021,183.57,1.5208782104391052,0.8639193962125564,3.6405133043451623,0.5660532349225125,2,2,2,3,1,2,3,15,0.3333333333333333,0.3926142063753558,0.25657623577748645,0.31820044267609765,0.266287487073423,0.427932102808919,0.5164080060142666,0.5022693978532963,0.5660532349225125,0.3333333333333333
114,0.147357568144798,0.0357411801815033,0.2081329665035006,0.0144503703340888,0.0513874404132366,0.280853539705276,0.2075292022526262,0.0203541226238012,0.0341936498880386,0,73.678784072399,17.87059009075165,104.0664832517503,7.2251851670444,25.6937202066183,140.426769852638,103.7646011263131,10.1770613119006,17.0968249440193,0,8648.68,0.389,17.3,0.3794346567764873,0.3794346567764873,342.65185761682636,77.00919760629522,88.75,5139.777864252395,274.1214860934611,1331.25,71.00000000000001,17.286896129030374,0.9219677935482868,15035.525500212882,7.9468351199999985,611.9793961007266,491881.0444331422,359.37,2570.93298,367.27614000000005,1101.8284199999998,33.384752210297485,4.769250315756784,0.4820686013884859,195.50127391763172,RESIDUES,1.2151116984466215,0.4559888863354434,14.529340983471364,2.075620140495909,93.57477689939688,3062.1222869861163,230.8418415550557,6.124244573972232,0.46168368311011143,39.763072232501735,2.997587934044196,0.6099395329163536,1118.89289088539,159.84184155505568,2.263887826346466,0.732496242323069,0.8774400084717666,0.26719544494682906,0.20687855539898756,0.19096483087508387,0.2728069012501198,13.558502992130954,Insufficient for domestic use,120.7,96.26149700786904,109.82,0.9098591549295774,0.5061727611328977,3.589423441974962,0.5149825212813135,3,3,3,2,4,1,2,18,0.5833333333333334,0.41599719216269526,0.2703691883443971,0.3478573050052307,0.38934850051706316,0.3391459619862722,0.732496242323069,0.26719544494682906,0.5149825212813135,0.5833333333333334
115,0.096039667725563,0.0492452494800091,0.35621944156289065,0.0539555698633194,0.0397700481116772,0.105447523295879,0.21436110135912914,0.029879494667053207,0.0468268655240536,0.00825507845729589,48.019833862781496,24.62262474000455,178.10972078144533,26.9777849316597,19.8850240558386,52.723761647939504,107.18055067956458,14.939747333526604,23.4134327620268,4.127539228647945,7676.42,0.289,15.35,0.26263394163548937,0.26263394163548937,197.6328866490719,131.80119337826955,88.75,2964.493299736079,158.10630931925755,1331.25,71.00000000000001,10.100439653678334,0.5386901148628446,25733.29245850322,7.9468351199999985,1047.4023523963438,364689.59679071227,266.44,1906.11176,272.30168,816.90504,14.462022013180544,2.0660031447400775,0.23296205550422958,199.478186778666,RESIDUES,1.029754299208632,0.2513204219386504,8.66193643099357,1.2374194901419384,135.72284552210132,3520.3059109680057,234.09336551023736,7.040611821936012,0.4681867310204747,26.709211204671906,1.776109605004783,0.637965551717881,1141.6535585716615,163.09336551023733,2.3563682179480243,0.9171615829288904,0.9288427384051964,0.6658212528528683,0.10797975053494079,-1.3074857989131963,-1.8678368555902805,-92.83149172283693,Critical deficit,120.7,164.75149172283693,71.92,0.595857497928749,0.25195173991184366,3.7013966627263994,0.6269137739247916,1,4,2,1,4,3,4,19,0.6666666666666666,0.34589249646331577,0.035178214284089855,0.8016148046842264,0.28852119958634953,0.059315798355998886,0.9171615829288904,0.6658212528528683,0.6269137739247916,0.6666666666666666
116,0.118321545422077,0.0964078977704048,0.31861859881877913,0.0395164713263512,0.033458486199379,0.0727255567908287,0.22489043489098562,0.027892547458410275,0.0679698586463928,1.986150018638e-4,59.1607727110385,48.2039488852024,159.30929940938955,19.7582356631756,16.7292430996895,36.36277839541435,112.44521744549282,13.946273729205137,33.9849293231964,0.0993075009319,8374.08,0.361,16.75,0.2553735284805298,0.2553735284805298,157.80780646592387,117.88888156294827,88.75,2367.117096988858,126.24624517273911,1331.25,71.00000000000001,11.292413519837849,0.602262054391352,23017.0075786686,7.9468351199999985,936.8435042619576,379770.4851575823,277.46,1984.9488400000002,283.56412,850.69236,16.83745586253706,2.405350837505294,0.26249822385179267,194.31101959673464,RESIDUES,1.060425686791486,0.29967916241355635,9.433296953981383,1.347613850568769,125.01239819646959,3380.17433161799,229.8686896222903,6.76034866323598,0.45973737924458064,28.672545593819233,1.949875904960121,0.6015515970621631,1112.080827356032,158.86868962229028,2.3534563795782324,0.9113472084973524,0.8928493838119623,0.3866944424177414,0.07470904441313085,-1.2421281965307793,-1.7744688521868277,-88.19110195368533,Critical deficit,120.7,147.36110195368533,59.17,0.49022369511184755,0.2207332565924585,3.6370458571824433,0.5625870873758614,1,4,3,1,4,1,3,17,0.5,0.32190657986913795,0.0705515437844748,0.6864006071516793,0.36091003102378494,0.041921362040064136,0.9113472084973524,0.3866944424177414,0.5625870873758614,0.5
117,0.0871754288673401,0.0899498760700226,0.22010270033776713,0.20952008664608,0.0802873969078064,0.0845274478197098,0.19034107813239118,0.020499650999903654,0.0168019197881222,7.944600074552e-4,43.58771443367005,44.9749380350113,110.05135016888357,104.76004332304,40.1436984539032,42.2637239098549,95.17053906619559,10.249825499951827,8.400959894061101,0.3972300037276,7084.14,0.228,14.17,0.2715591998174788,0.2715591998174788,231.02699648536742,81.43799912497384,88.75,3465.4049472805114,184.82159718829394,1331.25,71.00000000000001,16.346791599792116,0.8718288853222463,15900.219072400298,7.9468351199999985,647.1743515488713,336519.88381886645,245.86,1758.88244,251.26892,753.80676,21.597810099691163,3.085401442813023,0.17779120850911645,158.68737747765093,RESIDUES,1.1586377901976082,0.35456203742922426,11.152037237388152,1.5931481767697357,94.35714334427445,2886.6239503289635,200.74279982572742,5.773247900657927,0.40148559965145486,35.445663957180265,2.464977062091982,0.3505053964801681,908.1995987800921,129.74279982572742,2.3228577141864526,0.8502476297779933,0.92613294500884,0.644806929619843,0.15502844319190023,-0.1668661817777086,-0.2383802596824409,-11.84749890621731,Critical deficit,120.7,101.79749890621731,89.95,0.7452361226180613,0.4042742073155345,3.4012923419581336,0.3269219337161502,2,3,2,1,4,3,1,16,0.4166666666666667,0.3296401821429416,0.19258258899849476,0.3845342297161581,0.22750775594622547,0.08069885628071764,0.8502476297779933,0.644806929619843,0.3269219337161502,0.4166666666666667
